id,ad1,ad2,source_ad1,source_ad2,count.paraphrase,count.nonparaphrase,count.preference_ad1,count.preference_ad2,count.preference_skip
7176,【公式】潤静（うるしず）,公式：潤静（うるしず）,camera_train_11638,swallow8b,5,0,9,0,1
7177,ブローチ 金山,胸飾り　金山,camera_train_1163,human,5,0,6,2,2
7178,ブローチ 金山,金山のブローチ,camera_train_1163,swallow70b,4,1,5,4,1
7179,ブローチ 金山,金山のブローチをお探しですか？,camera_train_1163,swallow8b,3,2,2,8,0
7180,かんたん5分でシミュレーション,簡単すぎる5分シミュレーション,camera_train_11642,swallow70b,5,0,8,1,1
7181,急募。電気工事会社募集中,緊急募集：電気工事会社至急募集,camera_train_11644,calm22b,5,0,5,5,0
7182,急募。電気工事会社募集中,【至急】電気工事会社を募集中,camera_train_11644,swallow70b,5,0,5,4,1
7183,【公式】エヌオーガニック ヴィ,エヌオーガニック ヴィ公式,camera_train_11646,human,5,0,8,1,1
7184,【公式】エヌオーガニック ヴィ,公式エヌオーガニックヴィ,camera_train_11646,swallow70b,5,0,8,1,1
7185,【公式】U,【公式】Uにようこそ,camera_train_11648,calm22b,2,3,0,0,0
7186,【公式】U,公式U,camera_train_11648,swallow70b,5,0,7,1,2
7187,【公式】U,【公式】U 公式サイトでUを選ぶ,camera_train_11648,swallow8b,1,4,0,0,0
7188,エアコンクリーニング5000円から,エアコン内部洗浄【5000円～】,camera_train_11652,swallow70b,5,0,4,4,2
7189,資格だけでなく経営も学べる,資格も経営も学べる,camera_train_11657,human,5,0,3,6,1
7190,【公式】HOT PEPPER Beauty,【公式】ビューティーHOT PEPPER,camera_train_11658,swallow8b,1,4,0,0,0
7191,トイレのつまりをすぐに直します,迅速対応、トイレ詰まり即解決,camera_train_11659,calm22b,5,0,4,5,1
7192,トイレのつまりをすぐに直します,トイレのつまりをすぐに直す,camera_train_11659,swallow70b,3,2,7,2,1
7193,【公式】キレイライン矯正,公式のキレイライン矯正,camera_train_1165,calm22b,5,0,8,0,2
7194,【公式】Galaxy（ギャラクシー）,Galaxy（ギャラクシー）公式,camera_train_11660,calm22b,5,0,9,1,0
7195,【京都河原町】整体サロンを予約,【予約】京都河原町 整体サロン,camera_train_11662,swallow70b,5,0,2,7,1
7196,【スピード復旧】お任せください,【スピード対応】お任せください,camera_train_11663,calm22b,1,4,0,0,0
7197,【スピード復旧】お任せください,スピード復旧ならお任せください,camera_train_11663,swallow70b,5,0,5,3,2
7198,【スピード復旧】お任せください,スピード復旧【お任せください】,camera_train_11663,swallow8b,5,0,7,1,2
7199,高速バスの最安値を一括比較,高速バスの最安値一括比較,camera_train_11665,calm22b,5,0,4,3,3
7200,アトリエ 結,アトリエ 結婚式場,camera_train_11668,swallow70b,0,5,0,0,0
7201,結婚 祝い,結婚祝い、どう選ぶ？,camera_train_11669,calm22b,1,4,0,0,0
7202,結婚 祝い,結婚祝い金はいくら？,camera_train_11669,swallow70b,2,3,0,0,0
7203,結婚 祝い,結婚祝いはいくら？,camera_train_11669,swallow8b,1,4,0,0,0
7204,毛穴のひらきと黒ずみ改善とケア,毛穴の開きと黒ずみを改善と対策,camera_train_1166,calm7b,5,0,2,6,2
7205,アクセスの良いワーケーション,アクセス抜群のワーケーション,camera_train_11670,calm22b,5,0,3,5,2
7206,アクセスの良いワーケーション,アクセス良好ワーケーション,camera_train_11670,human,5,0,3,4,3
7207,アクセスの良いワーケーション,アクセス便利なワーケーション,camera_train_11670,swallow8b,5,0,2,6,2
7208,マグネット着脱式なので自由自在,マグネットで着脱自由自在,camera_train_11671,swallow70b,5,0,3,6,1
7209,【公式】favori（ファボリ）,favori（ファボリ）【公式】,camera_train_11672,calm22b,4,1,7,0,3
7210,【公式】favori（ファボリ）,公式 favori（ファボリ）,camera_train_11672,swallow8b,5,0,6,1,3
7211,土地 価格 調べる,土地価格検索,camera_train_11673,calm22b,5,0,2,6,2
7212,土地 価格 調べる,土地の価格を徹底比較,camera_train_11673,human,5,0,1,8,1
7213,土地 価格 調べる,土地価格を調べる,camera_train_11673,swallow70b,4,1,2,5,3
7214,土地 価格 調べる,土地価格を調べる,camera_train_11673,swallow8b,5,0,1,2,7
7215,東京のゲーム専門校,とうきょうのゲームせんもんこう,camera_train_11674,calm22b,5,0,9,0,1
7216,東京のゲーム専門校,東京ゲーム専門学校,camera_train_11674,human,5,0,2,4,4
7217,東京のゲーム専門校,東京のゲームの専門学校,camera_train_11674,swallow70b,5,0,3,5,2
7218,東京のゲーム専門校,東京のゲーム専門学校,camera_train_11674,swallow8b,4,1,0,8,2
7219,中古車を高く売りたい場合はココ,中古車を高く売るならココ,camera_train_11676,calm22b,4,1,1,6,3
7220,中古車を高く売りたい場合はココ,中古車　高価買取ならココ,camera_train_11676,human,5,0,5,5,0
7221,中古車を高く売りたい場合はココ,中古車を高く売るならこちら,camera_train_11676,swallow70b,4,1,2,7,1
7222,中古車を高く売りたい場合はココ,中古車を高く売りたいならココ,camera_train_11676,swallow8b,5,0,1,8,1
7223,【京急久里浜でおすすめ】美容院,おすすめの美容院＠京急久里浜,camera_train_11677,calm22b,5,0,7,2,1
7224,【京急久里浜でおすすめ】美容院,おすすめ美容院＠京急久里浜,camera_train_11677,swallow70b,4,1,5,3,2
7225,【公式】近畿日本ツーリスト,【公式】キンレツ近畿ツーリスト,camera_train_11678,calm22b,1,4,0,0,0
7226,【公式】近畿日本ツーリスト,近畿日本ツーリスト【公式】,camera_train_11678,swallow70b,5,0,8,2,0
7227,BizReach（ビズリーチ）／公式,ビズリーチ公式採用サイト,camera_train_11679,calm22b,4,1,5,3,2
7228,BizReach（ビズリーチ）／公式,ビズリーチ【公式】,camera_train_11679,calm7b,5,0,6,3,1
7229,BizReach（ビズリーチ）／公式,公式BizReach（ビズリーチ）,camera_train_11679,swallow70b,4,1,6,2,2
7230,BizReach（ビズリーチ）／公式,ビズリーチ公式,camera_train_11679,swallow8b,5,0,7,1,2
7231,【ASPI】人気No.1パーソナルジム,人気No.1パーソナルジム【ASPI】,camera_train_11683,calm22b,5,0,2,5,3
7232,【ASPI】人気No.1パーソナルジム,人気No.1パーソナルジム【ASPI】,camera_train_11683,swallow70b,5,0,5,3,2
7233,【ASPI】人気No.1パーソナルジム,人気No.1【ASPI】パーソナルジム,camera_train_11683,swallow8b,5,0,5,3,2
7234,ネオリーブ クーロ 美容室,ネオリーブ美容室,camera_train_11684,calm7b,1,4,0,0,0
7235,ネオリーブ クーロ 美容室,美容室ならネオリーブ クーロ,camera_train_11684,human,4,1,3,4,3
7236,ネオリーブ クーロ 美容室,美容室 ネオリーブ クーロ,camera_train_11684,swallow70b,5,0,2,6,2
7237,【リクナビNEXT】公式サイト,リクナビNEXT、公式サイトで探す,camera_train_11685,calm22b,5,0,8,1,1
7238,【リクナビNEXT】公式サイト,リクナビNEXT公式,camera_train_11685,human,5,0,8,1,1
7239,ブローテ,【高次元技術】ブローテ,camera_train_11688,calm22b,1,4,0,0,0
7240,ブローテ,ブローカビリティを保証する,camera_train_11688,calm7b,0,5,0,0,0
7241,ブローテ,ホットペッパーのブローテ,camera_train_11688,human,5,0,2,6,2
7242,立川駅徒歩５分,立川駅すぐ近く、徒歩5分の立地,camera_train_11689,calm22b,4,1,6,4,0
7243,メッキ工房≪NAKARAI≫,メッキ工房なら「NAKARAI」,camera_train_1168,human,4,1,2,4,4
7244,川崎市の引越し相見積もり,川崎市で安心の引越し相見積もり,camera_train_11691,swallow8b,2,3,0,0,0
7245,在籍確認なしで借りたい,在籍確認なし【で借りたい】,camera_train_11695,calm22b,5,0,8,2,0
7246,KUMON(くもん)/公式ホームページ,公文公式ウェブサイト,camera_train_11697,calm22b,4,1,6,1,3
7247,KUMON(くもん)/公式ホームページ,【公式】KUMON(くもん),camera_train_11697,human,5,0,1,7,2
7248,KUMON(くもん)/公式ホームページ,KUMON（公文）公式ホームページ,camera_train_11697,swallow70b,5,0,3,4,3
7249,KUMON(くもん)/公式ホームページ,公式：くもん学習支援サイト,camera_train_11697,swallow8b,2,3,0,0,0
7250,日本 生命 ペット 保険,ペット保険は日本生命,camera_train_11698,calm22b,2,3,0,0,0
7251,日本 生命 ペット 保険,日本生命ペット保険,camera_train_11698,swallow70b,5,0,0,4,6
7252,【公式】GO BUSINESS,【GO BUSINESS 公式】,camera_train_1169,calm22b,5,0,7,0,3
7253,【公式】GO BUSINESS,GO BUSINESS【公式】です。,camera_train_1169,swallow70b,5,0,6,2,2
7254,【公式】GO BUSINESS,ビジネスはココ【公式】,camera_train_1169,swallow8b,0,5,0,0,0
7255,ゴルフ 予約 兵庫,私は兵庫でゴルフを予約します,camera_train_11701,calm22b,2,3,0,0,0
7256,ゴルフ 予約 兵庫,ゴルフの予約・兵庫,camera_train_11701,human,5,0,2,4,4
7257,ゴルフ 予約 兵庫,兵庫でゴルフを予約しましょう,camera_train_11701,swallow8b,5,0,4,6,0
7258,たらんたランタ,ランタンタラン、今すぐ申し込む,camera_train_11703,calm22b,0,5,0,0,0
7259,【12/3新着】介護スタッフ募集,最新【12/3】介護スタッフ募集中,camera_train_11704,calm22b,5,0,5,4,1
7260,【12/3新着】介護スタッフ募集,介護スタッフ募集【12/3新着】,camera_train_11704,calm7b,5,0,6,1,3
7261,病院付き添いならイチロウ,病院付き添いを代行します。,camera_train_11705,calm7b,0,5,0,0,0
7262,病院付き添いならイチロウ,病院付き添いならイチロウ？,camera_train_11705,swallow70b,1,4,0,0,0
7263,病院付き添いならイチロウ,病院付き添いならイチロウ？,camera_train_11705,swallow8b,3,2,6,1,3
7264,B型肝炎給付金の対象者かも,B型肝炎給付金、自分は対象？,camera_train_11706,calm22b,5,0,4,4,2
7265,B型肝炎給付金の対象者かも,B型肝炎給付金の対象かも？,camera_train_11706,swallow8b,5,0,0,8,2
7266,【至急】お金が必要ならこの4社,至急で5万円【即日融資】4社紹介,camera_train_11707,calm22b,2,3,0,0,0
7267,【至急】お金が必要ならこの4社,至急でお金を借りるならこの4社,camera_train_11707,swallow8b,5,0,8,1,1
7268,久居で 口コミ１位の整体整骨院,久居で人気の整体整骨院,camera_train_11709,human,1,4,0,0,0
7269,ルシードスタイルソレイユ,日差しを纏うルシードスタイル,camera_train_11711,calm22b,1,4,0,0,0
7270,ナタル 美容室,ナタルでヘアサロンどう？,camera_train_11712,calm22b,3,2,7,2,1
7271,ナタル 美容室,おすすめ美容室,camera_train_11712,calm7b,1,4,0,0,0
7272,ナタル 美容室,【美容室】ナタル,camera_train_11712,human,5,0,1,8,1
7273,ナタル 美容室,ナタル美容室でキレイになる,camera_train_11712,swallow70b,1,4,0,0,0
7274,2022年最新版,2022年最新モデル,camera_train_11716,calm22b,3,2,3,7,0
7275,ア・ラ・モード パレで結婚式,ア・ラ・モード パレでの結婚式,camera_train_11717,calm22b,5,0,2,1,7
7276,ア・ラ・モード パレで結婚式,パレで結婚式ならア・ラ・モード,camera_train_11717,swallow70b,3,2,5,4,1
7277,【本日新着】エステの求人情報,【エステ】本日新着の求人情報,camera_train_11718,human,1,4,0,0,0
7278,君をスキな瞬間,好きな瞬間、一緒に,camera_train_11720,calm22b,0,5,0,0,0
7279,君をスキな瞬間,君を好きな瞬間 200万円借りたい,camera_train_11720,calm7b,1,4,0,0,0
7280,君をスキな瞬間,愛してる,camera_train_11720,human,4,1,8,1,1
7281,君をスキな瞬間,大好きな瞬間,camera_train_11720,swallow8b,0,5,0,0,0
7282,くしあげ飯房 ごんごの串揚げ,絶品串揚げの「ごんご」,camera_train_11721,calm22b,2,3,0,0,0
7283,【焼津市】美容室・ヘアサロン,美容室・ヘアサロン＠焼津市,camera_train_11722,human,5,0,7,2,1
7284,介護士ジョブフェア,介護士ジョブフェアのご案内,camera_train_11725,calm22b,2,3,0,0,0
7285,ティービーケー 武蔵新城店,ティービーケーは武蔵新城店,camera_train_11726,calm22b,3,2,6,2,2
7286,松戸駅の格安ホテル,【松戸駅】今人気の格安ホテル,camera_train_11727,human,4,1,1,8,1
7287,調剤 事務 員 求人一覧,調剤事務員求人まとめ,camera_train_11729,calm22b,4,1,5,4,1
7288,調剤 事務 員 求人一覧,調剤事務員の求人一覧,camera_train_11729,swallow70b,5,0,1,6,3
7289,調剤 事務 員 求人一覧,薬局の事務員の求人一覧,camera_train_11729,swallow8b,3,2,2,5,3
7290,イフ 高崎本店 美容室,高崎本店の美容室「イフ」,camera_train_1172,calm22b,5,0,1,7,2
7291,イフ 高崎本店 美容室,イフ高崎本店【美容室】,camera_train_1172,swallow70b,5,0,1,6,3
7292,アディーレ法律事務所【公式HP】,アディーレ法律【公式サイト】,camera_train_11730,calm22b,5,0,5,3,2
7293,【鷺ノ宮でおすすめ】美容室,鷺ノ宮で良い美容室知ってる？,camera_train_11731,calm22b,5,0,7,3,0
7294,【鷺ノ宮でおすすめ】美容室,おすすめ美容室＠鷺ノ宮,camera_train_11731,swallow70b,5,0,6,2,2
7295,お金 稼ぐ 方法方法を大公開,お金の稼ぎ方大公開,camera_train_11732,calm22b,5,0,0,8,2
7296,お金 稼ぐ 方法方法を大公開,お金を稼ぐ方法を大公開,camera_train_11732,swallow70b,5,0,1,4,5
7297,お金 稼ぐ 方法方法を大公開,お金を稼ぐ方法を教えます,camera_train_11732,swallow8b,3,2,3,6,1
7298,ホットペッパービューティー,ホットペッパービューティー予約,camera_train_11733,calm22b,1,4,0,0,0
7299,全国旅行支援 クラツー,クラツーで全国旅行支援対策,camera_train_11737,calm22b,5,0,4,4,2
7300,福岡市 ホテル,ホテル＠福岡市,camera_train_11738,calm22b,4,1,6,1,3
7301,福岡市 ホテル,福岡市【ホテル】,camera_train_11738,swallow70b,4,1,2,4,4
7302,福岡市 ホテル,福岡市でホテルを探すならこちら,camera_train_11738,swallow8b,2,3,0,0,0
7303,【Hulu】解約方法はこちら,解約手順はこちら：Hulu,camera_train_11739,calm22b,5,0,8,1,1
7304,【Hulu】解約方法はこちら,Huluの解約方法はこちら,camera_train_11739,human,5,0,5,3,2
7305,【Hulu】解約方法はこちら,Huluの解約方法はこちら,camera_train_11739,swallow70b,5,0,6,1,3
7306,【Hulu】解約方法はこちら,Huluを解約したい方はこちら,camera_train_11739,swallow8b,4,1,9,1,0
7307,【最新版】医療脱毛おすすめTOP5,[New] 医療脱毛Top5,camera_train_1173,human,4,1,9,1,0
7308,auひかり公式,auひかりの公式情報,camera_train_11740,calm22b,4,1,5,3,2
7309,【2022年最新】屋根リフォーム,2022年最新の屋根リフォーム会社,camera_train_11742,calm7b,3,2,8,0,2
7310,【2022年最新】屋根リフォーム,2022年最新の屋根修理,camera_train_11742,human,3,2,7,2,1
7311,【2022年最新】屋根リフォーム,2022年最新の屋根リフォーム情報,camera_train_11742,swallow70b,4,1,6,2,2
7312,ココ ルミエール,ココ ルミエール、最高の体験を,camera_train_11745,calm22b,3,2,2,8,0
7313,【企業様向け】求人掲載窓口,【求人掲載の最前線】企業向け,camera_train_11746,calm22b,3,2,4,3,3
7314,【企業様向け】求人掲載窓口,求人掲載窓口【企業向け】,camera_train_11746,calm7b,5,0,9,0,1
7315,求人 鎌倉市,鎌倉市で求人情報を探そう,camera_train_11747,calm22b,5,0,4,5,1
