id,input_ad,generated_ad1,generated_ad2,count.preference_ad1,count.preference_ad2,count.preference_skip,source_input_ad,model_ad1,model_ad2,split
1784,≪公式サイト≫都民共済,公式サイト【都民共済】,都民共済の公式サイト,6,1,3,camera_test_100398,swallow8b,calm22b,train
1785,≪公式サイト≫都民共済,公式サイト【都民共済】,都民共済【公式サイト】,5,4,1,camera_test_100398,swallow8b,swallow70b,train
1786,楽天生命【公式ホームページ】,楽天生命の公式サイトはこちら,楽天生命の公式ホームページ,2,5,3,camera_test_100402,swallow8b,calm22b,train
1787,保険のお見積り,保険の見積もり,保険の見積もり依頼,6,4,0,camera_test_100403,swallow70b,calm22b,train
1788,保険のお見積り,保険のお見積りをしましょうか？,保険の見積もり依頼,3,7,0,camera_test_100403,swallow8b,calm22b,train
1789,保険のお見積り,保険のお見積りをしましょうか？,保険の見積もり,1,7,2,camera_test_100403,swallow8b,swallow70b,train
1790,メディケア生命 公式サイト,メディケア生命【公式サイト】,【公式】メディケア生命,1,5,4,camera_test_100408,swallow8b,human,train
1791,女性特有がん経験者向け保険,女性がん経験者向け保険,女性特有のがん経験者向け保険,2,6,2,camera_test_100422,swallow8b,calm22b,train
1792,非喫煙者限定のがん保険で安い,非喫煙者限定で安いがん保険,非喫煙者限定【安いがん保険】,1,9,0,camera_test_100425,swallow70b,calm22b,train
1793,【がん保険】パーソナル保険診断,パーソナル保険診断／ガン保険,あなたに合ったがん保険診断,5,4,1,camera_test_100426,human,calm7b,train
1794,公式/コープ(CO・OP)共済,公式サイト コープ共済,コープ共済 公式,1,7,2,camera_test_100427,human,calm22b,train
1795,公式/コープ(CO・OP)共済,【公式】コープ共済,コープ共済 公式,8,2,0,camera_test_100427,swallow70b,calm22b,train
1796,公式/コープ(CO・OP)共済,【公式】コープ共済,公式サイト コープ共済,9,0,1,camera_test_100427,swallow70b,human,train
1797,公式/コープ(CO・OP)共済,公式コープ共済,コープ共済 公式,0,6,4,camera_test_100427,swallow8b,calm22b,train
1798,公式/コープ(CO・OP)共済,公式コープ共済,公式サイト コープ共済,3,6,1,camera_test_100427,swallow8b,human,train
1799,公式/コープ(CO・OP)共済,公式コープ共済,【公式】コープ共済,0,10,0,camera_test_100427,swallow8b,swallow70b,train
1800,【公式】なないろ生命の医療保険,【公式】医療保険のなないろ生命,公式なないろ生命の医療保険,8,0,2,camera_test_100428,human,calm22b,train
1801,終身がん保険が月々895円,終身がん保険【月々895円】,終身癌保險月々895円,10,0,0,camera_test_100433,calm7b,calm22b,train
1802,終身がん保険が月々895円,終身がん保険が月々895円から,終身癌保險月々895円,7,2,1,camera_test_100433,swallow70b,calm22b,train
1803,終身がん保険が月々895円,終身がん保険が月々895円から,終身がん保険【月々895円】,3,7,0,camera_test_100433,swallow70b,calm7b,train
1804,終身がん保険が月々895円,終身がん保険月々895円で安心を,終身癌保險月々895円,7,2,1,camera_test_100433,swallow8b,calm22b,train
1805,終身がん保険が月々895円,終身がん保険月々895円で安心を,終身がん保険【月々895円】,2,7,1,camera_test_100433,swallow8b,calm7b,train
1806,終身がん保険が月々895円,終身がん保険月々895円で安心を,終身がん保険が月々895円から,3,5,2,camera_test_100433,swallow8b,swallow70b,train
1807,85歳まで申込める,85歳まで申込OKです。,申し込みは85歳まで可能,6,2,2,camera_test_100438,swallow70b,human,train
1808,85歳まで申込める,85歳まで申込める【安心の保障】,申し込みは85歳まで可能,5,3,2,camera_test_100438,swallow8b,human,train
1809,85歳まで申込める,85歳まで申込める【安心の保障】,85歳まで申込OKです。,9,1,0,camera_test_100438,swallow8b,swallow70b,train
1810,Microsoft Power BI を試す,試す Microsoft   PowerBI,Microsoft Power BI 無料体験,0,9,1,camera_test_100439,human,calm22b,test
1811,Microsoft共同開催,Microsoft　共同開催,Microsoftとの共同イベント,3,3,4,camera_test_100446,human,calm22b,train
1812,CAD スクールはKENスクール,【KENスクール】でCADを学ぶ,【CADスクール】ならKENスクール,2,6,2,camera_test_100449,swallow8b,swallow70b,train
1813,【企業向け】IT研修・セミナー,企業向け【IT研修・セミナー】,【セミナー】企業向け　IT研修,6,0,4,camera_test_100453,swallow70b,human,train
1814,【企業向け】IT研修・セミナー,「企業向け」IT研修・セミナー,【セミナー】企業向け　IT研修,4,5,1,camera_test_100453,swallow8b,human,train
1815,【企業向け】IT研修・セミナー,「企業向け」IT研修・セミナー,企業向け【IT研修・セミナー】,5,5,0,camera_test_100453,swallow8b,swallow70b,train
1816,プログラミングを無料で学ぶ,無料でプログラミングを学ぶ方法,無料で始めるプログラミング学習,3,4,3,camera_test_100458,swallow8b,calm22b,train
1817,プログラミングまるわかり講座,まるわかりプログラミング講座,プログラミング完全理解講座,6,4,0,camera_test_100464,human,calm22b,valid
1818,プログラミングを無料で学ぶ,無料でプログラミングを学べる,無料で学べるプログラミング,1,6,3,camera_test_100469,swallow8b,calm22b,train
1819,【期間限定】AWS利用費 10%OFF,AWS利用費【10%OFF】期間限定,【期間限定】AWS利用費 10%オフ,0,8,2,camera_test_100470,swallow8b,calm22b,train
1820,完全リモート/Ruby学習,完全にリモートでRubyを学ぶ,完全リモートでRuby学習,5,4,1,camera_test_100479,swallow70b,calm22b,train
1821,完全リモート/Ruby学習,完全にリモートでRubyを学習する,完全リモートでRuby学習,2,6,2,camera_test_100479,swallow8b,calm22b,train
1822,完全リモート/Ruby学習,完全にリモートでRubyを学習する,完全にリモートでRubyを学ぶ,1,5,4,camera_test_100479,swallow8b,swallow70b,train
1823,プログラム 勉強,プログラムの勉強なら,プログラムを学ぼう,5,3,2,camera_test_100481,human,calm22b,train
1824,プログラム 勉強,プログラミングを学ぶ,プログラムを学ぼう,5,5,0,camera_test_100481,swallow8b,calm22b,train
1825,プログラム 勉強,プログラミングを学ぶ,プログラムの勉強なら,2,5,3,camera_test_100481,swallow8b,human,train
1826,29種類のコースが定額学び放題,29種類のコースが定額で学び放題,29種類の定額学び放題コース,5,3,2,camera_test_100483,swallow8b,calm22b,train
1827,DTP各種講座,DTP　各種講座,【DTP】各種講座,0,5,5,camera_test_100493,human,calm22b,train
1828,DTP各種講座,DTP各種講座です。,【DTP】各種講座,2,7,1,camera_test_100493,swallow70b,calm22b,train
1829,DTP各種講座,DTP各種講座です。,DTP　各種講座,0,7,3,camera_test_100493,swallow70b,human,train
1830,DTP各種講座,DTP各種スキルを学ぶ講座,【DTP】各種講座,3,5,2,camera_test_100493,swallow8b,calm22b,train
1831,DTP各種講座,DTP各種スキルを学ぶ講座,DTP　各種講座,5,4,1,camera_test_100493,swallow8b,human,train
1832,DTP各種講座,DTP各種スキルを学ぶ講座,DTP各種講座です。,8,0,2,camera_test_100493,swallow8b,swallow70b,train
1833,デザインを見るのが好きなら,デザインが好きな人へ,デザインを【見る】のが好きなら,3,6,1,camera_test_100494,swallow8b,swallow70b,train
1834,【公式】Adobe After Effects,公式】Adobe After Effects,Adobe After Effectsの公式,2,2,6,camera_test_100497,swallow70b,calm22b,train
1835,働きながら学べるWebデザイン,Webデザインを働きながら学ぶ,働きながら学ぶ【Webデザイン】,1,8,1,camera_test_100507,swallow70b,calm22b,train
1836,無料体験レッスンお申込み受付中,無料体験レッスン【申込受付中】,《無料》体験レッスン《受付中》,3,5,2,camera_test_100511,swallow70b,calm7b,train
1837,イラストレーター スクール,イラストレーター養成スクール,イラストレーター専門学校,4,4,2,camera_test_100513,swallow70b,calm22b,train
1838,学生・社会人対象のデザイン塾,デザイン塾【学生・社会人対象】,デザイン塾は学生・社会人に最適,7,2,1,camera_test_100518,swallow70b,calm22b,valid
1839,心を動かす動画編集を始めよう,動画編集で心を動かそう,心に響く動画編集を始めよう,3,4,3,camera_test_100525,swallow8b,human,train
1840,BIM対応3次元CAD：Zoomセミナー,Zoomセミナー：BIM対応3次元CAD,Zoomセミナー: BIM対応3次元CAD,1,0,9,camera_test_100528,swallow70b,calm22b,test
1841,BIM対応3次元CAD：Zoomセミナー,Zoomセミナー：BIM対応3次元CAD,Zoomセミナー: BIM対応3次元CAD,0,1,9,camera_test_100528,swallow8b,calm22b,test
1842,AutoCAD は数百万人の信頼を得る,AUTOCADの数百万信頼度,数百万人が信頼する AutoCAD,1,8,1,camera_test_100533,human,calm7b,train
1843,3D類似形状検索,３Ｄ類似形状検索システム,【検索】3D類似形状,4,5,1,camera_test_100538,swallow70b,human,train
1844,旭化成グループで働きませんか,旭化成グループで働く,旭化成グループで働こう,1,7,2,camera_test_100539,swallow70b,calm22b,train
1845,図面作成スキルが学べるCAD講座,CAD講座で図面作成スキルを学ぶ,高水準図作成CAD講座提供,7,3,0,camera_test_100540,swallow8b,calm22b,train
1846,建築紙図面のCAD作成ならラクCAD,CAD作成ならラクCADでスムーズに,ラクCADで建築紙図面のCAD作成,4,6,0,camera_test_100541,swallow8b,calm22b,train
1847,これからCADのお仕事をしたい方,これからCADの仕事をしたい方へ,これからCADの仕事に就きたい方,2,3,5,camera_test_100544,swallow70b,calm22b,train
1848,これからCADのお仕事をしたい方,CADのお仕事を始めたい方へ,これからCADの仕事に就きたい方,5,2,3,camera_test_100544,swallow8b,calm22b,train
1849,これからCADのお仕事をしたい方,CADのお仕事を始めたい方へ,これからCADの仕事をしたい方へ,7,2,1,camera_test_100544,swallow8b,swallow70b,train
1850,自宅で学べるオートキャド,オートキャドを自宅で学べる,オートキャドを【自宅で学ぶ】,2,6,2,camera_test_100548,human,calm22b,train
1851,自宅で学べるオートキャド,オートキャドを自宅で学べる,オートキャドを【自宅で学ぶ】,4,4,2,camera_test_100548,swallow70b,calm22b,train
1852,Revit初心者,Revitを初めて使うあなたへ,Revitを初めて使う方です。,9,0,1,camera_test_100553,swallow8b,swallow70b,train
1853,千葉県のCAD専門学校,【千葉県】CAD専門学校,千葉県の専門CAD校,6,1,3,camera_test_100558,human,calm22b,train
1854,CAD・BIM専門オンラインスクール,オンラで学ぶCAD・BIM,オンラインで学ぶ、CAD・BIM専門,0,7,3,camera_test_100561,human,calm22b,train
1855,福岡特化、だから年収1000万,年収1000万円＠福岡特化,福岡専門で年収1000万円,3,5,2,camera_test_100563,swallow70b,calm7b,train
1856,【石川県主催】支援セミナー,石川県主催「支援セミナー」,石川県主催の支援セミナー,5,1,4,camera_test_100566,calm7b,calm22b,train
1857,【石川県主催】支援セミナー,石川県主催の支援セミナーです。,石川県主催の支援セミナー,3,6,1,camera_test_100566,swallow70b,calm22b,train
1858,【石川県主催】支援セミナー,石川県主催の支援セミナーです。,石川県主催「支援セミナー」,2,6,2,camera_test_100566,swallow70b,calm7b,train
1859,【石川県主催】支援セミナー,石川県主催【支援セミナー】,石川県主催の支援セミナー,6,2,2,camera_test_100566,swallow8b,calm22b,train
1860,【石川県主催】支援セミナー,石川県主催【支援セミナー】,石川県主催「支援セミナー」,0,0,10,camera_test_100566,swallow8b,calm7b,train
1861,【石川県主催】支援セミナー,石川県主催【支援セミナー】,石川県主催の支援セミナーです。,6,3,1,camera_test_100566,swallow8b,swallow70b,train
1862,ITエンジニア夜間コース,夜間あり　ITエンジニアコース,夜間 ITエンジニアコース,5,4,1,camera_test_100572,human,calm22b,train
1863,【公式】東京デザイン専門学校,【公式】デザイン専門学校東京,東京デザイン専門学校公式,8,1,1,camera_test_100581,swallow8b,calm22b,train
